0.75173	0.58700
0.97171	0.13628
0.01769	0.03819
0.13759	0.13571
0.80630	0.20712
0.49899	0.86425
0.93546	0.19916
0.66900	0.67124
0.69237	0.74997
0.18522	0.97481
0.85721	0.36413
0.47102	0.22842
0.26515	0.13025
0.84904	0.68290
0.32714	0.47446
0.19896	0.15848
0.29233	0.85834
0.07175	0.81928
0.16695	0.28632
0.62826	0.47182
0.48390	0.67981
0.02593	0.87169
0.30301	0.67210
0.96641	0.80073
0.86525	0.53615
0.63666	0.21494
0.39736	0.65493
0.98409	0.87392
0.16044	0.42636
0.96157	0.02043
0.20352	0.61633
0.29962	0.07176
0.42501	0.77129
0.27868	0.05096
0.27988	0.98085
0.42270	0.65183
0.68881	0.70071
0.86737	0.96992
0.51284	0.86025
0.54630	0.20576
0.76146	0.00561
0.22965	0.09431
0.56609	0.33903
0.86699	0.75807
0.15248	0.60690
0.73623	0.43027
0.38693	0.51244
0.08637	0.50074
0.90393	0.89722
0.38599	0.45522
0.86800	0.36484
0.98282	0.43487
0.20347	0.09202
0.06204	0.60194
0.04702	0.89822
0.47760	0.62575
0.61005	0.34348
0.18473	0.98856
0.99212	0.30763
0.63668	0.86167
0.96681	0.90366
0.57774	0.52269
0.95613	0.51515
0.27544	0.24612
0.55091	0.67870
0.50746	0.16614
0.21708	0.32942
0.28112	0.78483
0.34240	0.57581
0.99037	0.36231
0.49621	0.12116
0.50105	0.65107
0.93662	0.55524
0.01331	0.84723
0.70053	0.77603
0.83697	0.02104
0.20579	0.28902
0.20044	0.89057
0.08242	0.46444
0.06791	0.65907
0.13964	0.68326
0.74635	0.52714
0.49341	0.75205
0.15141	0.89824
0.28768	0.54749
0.02696	0.38493
0.51869	0.26640
0.23295	0.26652
0.01958	0.55508
0.90205	0.09238
0.25401	0.35927
0.95947	0.43649
0.73131	0.62240
0.50318	0.50494
0.50167	0.15995
0.48236	0.49683
0.32808	0.75466
0.13928	0.67527
0.74896	0.14052
0.71104	0.43864
0.59155	0.35159
0.47593	0.86100
0.57917	0.66022
0.91334	0.89983
0.10149	0.02595
0.49579	0.70440
0.08337	0.58030
0.63972	0.19488
0.79343	0.85056
0.57845	0.16636
0.01570	0.74307
0.42763	0.62962
0.78283	0.10034
0.61929	0.85680
0.37611	0.51607
0.47920	0.48021
0.67981	0.94475
0.14040	0.12290
0.28291	0.07163
0.74518	0.34561
0.44715	0.27810
0.67952	0.92189
0.65133	0.19092
0.74187	0.82998
0.96534	0.44188
0.96467	0.26982
0.60133	0.19263
0.92092	0.23020
0.38037	0.88602
0.96630	0.13823
0.11462	0.20081
0.67635	0.53516
0.68690	0.34388
0.77649	0.94753
0.67849	0.58685
0.78868	0.28957
0.69840	0.16381
0.39932	0.06538
0.24112	0.96705
0.73576	0.90385
0.21286	0.64617
0.01167	0.78106
0.41002	0.70717
0.55789	0.77728
0.05266	0.00539
0.66931	0.21055
0.77581	0.01181
0.91841	0.32682
0.01184	0.34512
0.41912	0.95935
0.66184	0.13263
0.01386	0.04912
0.95496	0.83276
0.70150	0.92070
0.01667	0.67212
0.94214	0.18386
0.66812	0.44674
0.39493	0.21518
0.55480	0.61446
0.71539	0.25606
0.41308	0.05662
0.85084	0.29464
0.47000	0.64361
0.14069	0.83366
0.44139	0.87104
0.80609	0.70933
0.48681	0.12719
0.01632	0.03259
0.36399	0.48504
0.20371	0.82132
0.90298	0.52628
0.83723	0.66955
0.95935	0.35862
0.24589	0.75678
0.45644	0.01260
0.67961	0.92666
0.00764	0.00303
0.62610	0.46378
0.94030	0.94398
0.73178	0.14412
0.26260	0.65970
0.25574	0.89257
0.65790	0.74433
0.87411	0.52843
0.28578	0.92198
0.11099	0.57808
0.03901	0.49364
0.40150	0.11019
0.23081	0.39214
0.71275	0.10508
0.66675	0.32924
0.02195	0.20662
0.84658	0.71398
0.54525	0.74391
0.23784	0.45389
0.50307	0.16601
0.12294	0.08376
0.49192	0.71052
0.36334	0.64857
0.59644	0.80724
0.36183	0.73285
0.24379	0.60513
0.30469	0.53428
0.24499	0.65792
0.03688	0.65450
0.45707	0.07918
0.98231	0.48855
0.98148	0.57875
0.44015	0.72634
0.08173	0.82845
0.34908	0.70889
0.90057	0.48189
0.00537	0.23887
0.00457	0.71959
0.01136	0.72262
0.09529	0.62032
0.79732	0.80141
0.34205	0.25300
0.23183	0.10089
0.58126	0.74136
0.46457	0.14673
0.98731	0.05257
0.39787	0.38212
0.03334	0.12094
0.21568	0.91473
0.85203	0.09413
0.35988	0.31891
0.59532	0.41120
0.72024	0.35387
0.20451	0.03081
0.01522	0.99977
0.32448	0.48284
0.97999	0.62354
0.86014	0.77325
0.04142	0.34520
0.93383	0.79062
0.17909	0.03837
0.65040	0.65953
0.98096	0.99932
0.45104	0.47684
0.98265	0.43845
0.32301	0.69800
0.71346	0.49260
0.47381	0.57862
0.10920	0.66245
0.55571	0.87213
0.12847	0.64548
0.24698	0.20830
0.52199	0.83916
0.84038	0.65191
0.10000	0.65914
0.10434	0.84545
0.18820	0.26811
0.27226	0.93726
0.18977	0.84043
0.32124	0.99440
0.76612	0.82862
0.10182	0.84788
0.40147	0.15427
0.32004	0.28027
0.52735	0.24557
0.55621	0.16205
0.56227	0.40140
0.78600	0.35725
0.61906	0.76357
0.97833	0.37978
0.96415	0.41705
0.67534	0.28713
0.64088	0.60603
0.04330	0.96337
0.60020	0.76090
0.24041	0.37688
0.25572	0.66252
0.18303	0.15210
0.58357	0.98911
0.53349	0.34651
0.13209	0.26957
0.30826	0.76919
0.79292	0.31364
0.92300	0.24868
0.75677	0.42495
0.28379	0.75533
0.28321	0.58765
0.88778	0.87175
0.70661	0.11964
0.34714	0.82653
0.56665	0.89595
0.75587	0.03795
0.43648	0.80976
0.94539	0.50908
0.18448	0.55709
0.69872	0.04806
0.55918	0.61115
0.50338	0.56875
0.67962	0.65786
0.92712	0.79467
0.49136	0.00826
0.78269	0.84409
0.88957	0.18050
0.04695	0.34996
0.89792	0.56450
0.57579	0.73211
0.47947	0.29233
0.55968	0.64393
0.54418	0.56516
0.51960	0.90600
0.96482	0.50564
0.81204	0.38297
0.58989	0.03294
0.58733	0.77350
0.66025	0.16687
0.55001	0.10979
0.83619	0.53817
0.34054	0.69224
0.35073	0.86223
0.23599	0.23057
0.08712	0.00159
0.24380	0.94685
0.56699	0.29200
0.09916	0.53688
0.12556	0.24316
0.74247	0.12182
0.24283	0.91586
0.49988	0.55354
0.84818	0.40564
0.78195	0.73025
0.73661	0.17013
0.47184	0.48295
0.25481	0.03798
0.08309	0.52573
0.26314	0.39826
0.19652	0.07076
0.46472	0.21992
0.48585	0.40068
0.46796	0.24847
0.54915	0.76703
0.23199	0.82694
0.86084	0.82464
0.64584	0.97689
0.68073	0.30780
0.92928	0.13812
0.89073	0.62309
0.60878	0.25259
0.20879	0.09428
0.16493	0.18551
0.25157	0.93698
0.84455	0.34945
0.89952	0.89641
0.93548	0.77031
0.71431	0.37321
0.25961	0.77826
0.03465	0.54545
0.17652	0.17404
0.16132	0.05128
0.06939	0.01569
0.16389	0.13741
0.57331	0.53447
0.08875	0.18521
0.48309	0.53005
0.31504	0.55563
0.60803	0.74739
0.89800	0.07342
0.53670	0.91861
0.49578	0.11846
0.57152	0.51946
0.93000	0.46358
0.22940	0.37300
0.12193	0.15263
0.04017	0.17499
0.05042	0.78441
0.02049	0.87674
0.90409	0.83842
0.92547	0.53157
0.26357	0.59657
0.65877	0.65234
0.68539	0.89529
0.09109	0.18065
0.86894	0.06640
0.45140	0.48553
0.49430	0.68660
0.06905	0.88763
0.02700	0.88209
0.31156	0.92959
0.25956	0.36430
0.98484	0.70728
0.38440	0.31185
0.69703	0.29420
0.00119	0.78010
0.91223	0.87413
0.02640	0.49777
0.53943	0.04047
0.03339	0.30657
0.91001	0.37643
0.59370	0.76748
0.81366	0.76790
0.34330	0.13863
0.53203	0.08984
0.99373	0.93108
0.04706	0.30902
0.20206	0.77536
0.15440	0.01003
0.76436	0.74952
0.82272	0.51490
0.86211	0.24559
0.94430	0.50192
0.06861	0.69037
0.52216	0.65333
0.21207	0.76663
0.78621	0.86658
0.62932	0.78953
0.86148	0.78215
0.05747	0.00084
0.12316	0.98675
0.74285	0.71118
0.00627	0.13227
0.07630	0.46789
0.84666	0.10760
0.72680	0.63308
0.42280	0.99755
0.45735	0.87698
0.83324	0.06278
0.24748	0.28413
0.42122	0.97253
0.86918	0.78205
0.39467	0.47574
0.02863	0.75275
0.88524	0.79817
0.53587	0.54422
0.37580	0.37397
0.29175	0.05550
0.54569	0.58622
0.44627	0.62394
0.63564	0.90355
0.60165	0.91934
0.42549	0.18343
0.74273	0.86458
0.24410	0.63253
0.43528	0.03157
0.52138	0.77391
0.53424	0.53365
0.71692	0.46700
0.15718	0.20836
0.05781	0.63617
0.95142	0.26503
0.14088	0.07871
0.92947	0.71598
0.62846	0.18260
0.29337	0.36045
0.66290	0.18167
0.92051	0.33396
0.12646	0.94034
0.21765	0.92331
0.90152	0.79056
0.58664	0.76089
0.90021	0.88098
0.35731	0.91990
0.05967	0.06936
0.69804	0.94569
0.41666	0.55781
0.99314	0.37649
0.25949	0.15714
0.76828	0.11144
0.89138	0.58167
0.32183	0.53812
0.95804	0.41724
0.30582	0.42511
0.94373	0.25229
0.31045	0.44648
0.75699	0.00584
0.81602	0.06037
0.01911	0.66674
0.14779	0.67885
0.09214	0.85222
0.42675	0.73311
0.27053	0.70770
0.45111	0.96626
0.32903	0.73974
0.90896	0.50640
0.98129	0.10380
0.53449	0.70179
0.80062	0.70858
0.55975	0.79868
0.64334	0.65345
0.04829	0.52646
0.58906	0.13334
0.52524	0.00908
0.67043	0.41495
0.51036	0.71391
0.37073	0.25792
0.01064	0.26684
0.25034	0.85888
0.99722	0.41863
0.83899	0.43711
0.68523	0.99629
0.18223	0.23795
0.09535	0.81319
0.83940	0.29452
0.48695	0.02170
0.62947	0.84468
0.70007	0.26325
